169	SENSORS_HEADER	heater_heater	silicagel_Fan	ambient_Fan	silicagel_C	silicagel_rH	silicagel_dew	board_C	board_rH	board_dew	ext_C	ext_rH	ext_dew	heater_C	aux_C
150850	SENSORS_VALUES	78.431374	0	1	37.82	40.1	22.0	29.15	51.5	18.2	25.95	66.2	19.2	77.50	27.13
152802	SENSORS_VALUES	78.431374	0	1	37.85	40.1	22.0	29.17	51.5	18.2	25.96	66.2	19.2	77.50	27.13
154802	SENSORS_VALUES	78.431374	0	1	37.86	40.1	22.0	29.15	51.5	18.2	25.96	66.2	19.2	77.56	27.13
156801	SENSORS_VALUES	78.431374	0	1	37.89	40.2	22.0	29.15	51.5	18.2	25.96	66.2	19.2	77.63	27.13
158801	SENSORS_VALUES	78.431374	0	1	37.88	40.1	22.0	29.17	51.6	18.2	25.96	66.2	19.2	77.69	27.13
160801	SENSORS_VALUES	78.431374	0	1	37.92	40.1	22.1	29.17	51.6	18.2	25.95	66.2	19.2	77.75	27.13
162801	SENSORS_VALUES	78.431374	0	1	37.94	40.1	22.1	29.18	51.6	18.2	25.95	66.1	19.2	77.75	27.13
164802	SENSORS_VALUES	78.431374	0	1	37.95	40.1	22.1	29.15	51.6	18.2	25.92	66.2	19.2	77.81	27.13
166801	SENSORS_VALUES	78.431374	0	1	37.98	40.2	22.1	29.17	51.6	18.2	25.89	66.3	19.2	77.88	27.13
168805	SENSORS_VALUES	78.431374	0	1	37.98	40.1	22.1	29.18	51.7	18.3	25.92	66.4	19.2	77.94	27.13
170801	SENSORS_VALUES	78.431374	0	1	37.98	40.2	22.1	29.17	51.7	18.2	25.91	66.4	19.2	78.00	27.13
172801	SENSORS_VALUES	78.431374	0	1	38.02	40.2	22.2	29.17	51.7	18.2	25.91	66.4	19.2	78.00	27.19
174802	SENSORS_VALUES	78.431374	0	1	38.02	40.1	22.2	29.20	51.8	18.3	25.91	66.5	19.2	78.06	27.13
176801	SENSORS_VALUES	78.431374	0	1	38.03	40.2	22.2	29.18	51.8	18.3	25.91	66.5	19.2	78.06	27.13
178804	SENSORS_VALUES	78.431374	0	1	38.05	40.2	22.2	29.18	51.8	18.3	25.91	66.5	19.2	78.13	27.13
180801	SENSORS_VALUES	78.431374	0	1	38.08	40.2	22.2	29.18	51.8	18.3	25.89	66.5	19.2	78.19	27.13
