77	SENSORS_HEADER	heater_heater	silicagel_Fan	ambient_Fan	silicagel_C	silicagel_rH	silicagel_dew	board_C	board_rH	board_dew	ext_C	ext_rH	ext_dew	heater_C	aux_C
82	SM_STATE	'none' -> 'regenerate' Statemachine initialization
882	SENSORS_VALUES	78	0	0	26.82	12.5	-4.4	26.39	61.9	18.5	25.37	57.4	16.4	70.63	25.63
10793	SENSORS_VALUES	78	0	0	27.02	12.7	-4.0	26.43	62.0	18.6	25.36	57.5	16.4	71.94	25.56
20792	SENSORS_VALUES	78	0	0	27.19	13.0	-3.6	26.53	61.9	18.7	25.36	57.5	16.4	73.19	25.63
30792	SENSORS_VALUES	78	0	0	27.36	13.2	-3.2	26.59	61.6	18.7	25.31	57.3	16.3	74.38	25.63
40792	SENSORS_VALUES	78	0	0	27.59	13.5	-2.8	26.64	61.5	18.7	25.29	57.4	16.3	75.50	25.63
50792	SENSORS_VALUES	78	0	0	27.81	13.8	-2.2	26.72	61.7	18.8	25.31	57.4	16.3	76.56	25.56
60792	SENSORS_VALUES	78	0	0	28.04	14.1	-1.9	26.73	62.1	18.9	25.34	57.3	16.3	77.63	25.63
70792	SENSORS_VALUES	78	0	0	28.27	14.3	-1.4	26.79	62.9	19.2	25.31	57.2	16.3	78.63	25.63
80792	SENSORS_VALUES	78	0	0	28.54	14.6	-0.9	26.87	63.9	19.5	25.33	57.2	16.3	79.56	25.63
90792	SENSORS_VALUES	78	0	0	28.77	14.9	-0.5	26.94	64.9	19.8	25.34	57.1	16.3	80.50	25.63
100792	SENSORS_VALUES	78	0	0	29.05	15.2	0.0	26.98	65.9	20.1	25.33	57.1	16.3	81.31	25.63
110791	SENSORS_VALUES	78	0	0	29.33	15.5	0.5	27.06	66.5	20.3	25.31	57.1	16.3	82.00	25.63
120792	SENSORS_VALUES	78	0	0	29.58	15.8	1.0	27.13	66.9	20.5	25.33	57.1	16.3	82.69	25.63
130792	SENSORS_VALUES	78	0	0	29.88	16.0	1.4	27.17	67.0	20.6	25.38	57.1	16.3	83.38	25.63
140791	SENSORS_VALUES	78	0	0	30.13	16.3	1.9	27.21	67.2	20.6	25.37	56.9	16.3	84.06	25.69
150792	SENSORS_VALUES	78	0	0	30.44	16.7	2.4	27.27	67.4	20.7	25.33	57.0	16.2	84.63	25.69
160792	SENSORS_VALUES	78	0	0	30.73	17.0	2.9	27.35	67.6	20.9	25.31	56.9	16.2	85.25	25.69
170792	SENSORS_VALUES	78	0	0	31.04	17.2	3.4	27.40	67.8	21.0	25.29	57.0	16.2	85.75	25.69
180792	SENSORS_VALUES	78	0	0	31.33	17.5	3.8	27.47	68.0	21.1	25.29	57.0	16.2	86.25	25.69
190792	SENSORS_VALUES	78	0	0	31.63	17.8	4.3	27.51	68.2	21.2	25.30	57.1	16.2	86.75	25.69
200792	SENSORS_VALUES	78	0	0	31.94	18.1	4.7	27.55	68.5	21.3	25.29	57.0	16.2	87.19	25.69
210792	SENSORS_VALUES	78	0	0	32.26	18.3	5.2	27.59	68.7	21.4	25.31	57.0	16.2	87.56	25.69
220792	SENSORS_VALUES	78	0	0	32.57	18.6	5.7	27.66	68.9	21.5	25.31	57.0	16.2	87.75	25.69
230792	SENSORS_VALUES	78	0	0	32.85	18.9	6.1	27.72	69.1	21.6	25.36	57.0	16.3	87.94	25.69
240792	SENSORS_VALUES	78	0	0	33.16	19.1	6.5	27.78	69.3	21.7	25.36	56.9	16.2	88.13	25.69
250792	SENSORS_VALUES	78	0	0	33.47	19.3	7.0	27.84	69.5	21.8	25.37	56.8	16.2	88.25	25.69
260791	SENSORS_VALUES	78	0	0	33.77	19.6	7.4	27.88	69.7	21.9	25.38	56.8	16.2	88.50	25.75
270792	SENSORS_VALUES	78	0	0	34.06	19.8	7.8	27.93	69.9	22.0	25.40	56.8	16.2	88.75	25.75
280791	SENSORS_VALUES	78	0	0	34.34	20.0	8.2	27.98	70.1	22.1	25.37	56.7	16.2	89.00	25.75
290793	SENSORS_VALUES	78	0	0	34.63	20.2	8.5	28.03	70.3	22.2	25.36	56.8	16.2	89.25	25.75
300791	SENSORS_VALUES	78	0	0	34.93	20.4	8.9	28.09	70.5	22.3	25.38	56.7	16.2	89.50	25.75
310792	SENSORS_VALUES	78	0	0	35.23	20.6	9.3	28.13	70.6	22.3	25.36	56.7	16.2	89.69	25.75
320792	SENSORS_VALUES	78	0	0	35.51	20.8	9.7	28.15	70.8	22.4	25.38	56.7	16.2	89.88	25.69
330791	SENSORS_VALUES	78	0	0	35.80	21.0	10.1	28.23	71.0	22.5	25.40	56.7	16.2	90.06	25.75
340791	SENSORS_VALUES	78	0	0	36.08	21.1	10.4	28.26	71.1	22.6	25.38	56.7	16.2	90.25	25.75
350792	SENSORS_VALUES	78	0	0	36.33	21.2	10.7	28.30	71.2	22.6	25.42	56.6	16.2	90.44	25.75
360792	SENSORS_VALUES	78	0	0	36.62	21.4	11.0	28.38	71.3	22.7	25.41	56.6	16.2	90.63	25.81
370792	SENSORS_VALUES	78	0	0	36.89	21.5	11.4	28.42	71.5	22.8	25.42	56.5	16.2	90.88	25.75
380792	SENSORS_VALUES	78	0	0	37.14	21.7	11.7	28.44	71.6	22.9	25.44	56.5	16.2	91.06	25.75
390791	SENSORS_VALUES	78	0	0	37.41	21.9	12.0	28.50	71.7	22.9	25.41	56.6	16.2	91.19	25.75
400792	SENSORS_VALUES	78	0	0	37.62	21.9	12.2	28.56	71.8	23.0	25.42	56.6	16.2	91.31	25.81
410792	SENSORS_VALUES	78	0	0	37.90	22.1	12.6	28.57	71.8	23.0	25.44	56.6	16.2	91.44	25.81
420791	SENSORS_VALUES	78	0	0	38.16	22.1	12.8	28.63	72.0	23.1	25.44	56.6	16.2	91.56	25.81
430791	SENSORS_VALUES	78	0	0	38.43	22.3	13.2	28.70	72.1	23.2	25.42	56.7	16.2	91.75	25.81
