75	SENSORS_HEADER	heater_heater	silicagel_Fan	ambient_Fan	silicagel_C	silicagel_rH	silicagel_dew	board_C	board_rH	board_dew	ext_C	ext_rH	ext_dew	heater_C	aux_C
80	SM_STATE	'none' -> 'regenerate' Statemachine initialization
880	SENSORS_VALUES	78	0	0	24.98	15.5	-3.0	24.89	18.2	-0.9	23.33	58.8	14.9	26.75	23.38
10792	SENSORS_VALUES	78	0	0	25.04	15.4	-3.0	24.86	18.2	-0.9	23.33	58.8	14.9	29.56	23.38
20791	SENSORS_VALUES	78	0	0	25.06	15.5	-2.9	24.83	18.2	-0.9	23.36	58.5	14.8	34.25	23.38
30791	SENSORS_VALUES	78	0	0	25.11	15.5	-2.8	24.85	18.2	-0.9	23.33	58.2	14.7	38.50	23.44
40791	SENSORS_VALUES	78	0	0	25.11	15.5	-2.9	24.82	18.2	-0.9	23.36	58.6	14.8	42.38	23.44
50791	SENSORS_VALUES	78	0	0	25.11	15.6	-2.8	24.80	18.3	-0.9	23.37	58.9	14.9	45.81	23.38
60791	SENSORS_VALUES	78	0	0	25.14	15.6	-2.7	24.85	18.2	-0.9	23.41	58.9	15.0	48.94	23.44
70792	SENSORS_VALUES	78	0	0	25.20	15.7	-2.6	24.83	18.3	-0.9	23.41	59.0	15.0	51.75	23.38
80792	SENSORS_VALUES	78	0	0	25.25	15.9	-2.4	24.86	18.3	-0.8	23.44	59.0	15.0	54.38	23.44
90793	SENSORS_VALUES	78	0	0	25.31	16.1	-2.2	24.89	18.3	-0.8	23.46	58.8	15.0	56.75	23.38
100792	SENSORS_VALUES	78	0	0	25.37	16.2	-2.0	24.91	18.3	-0.7	23.50	58.8	15.0	59.00	23.44
110792	SENSORS_VALUES	78	0	0	25.44	16.4	-1.8	24.91	18.3	-0.7	23.50	58.9	15.0	61.06	23.44
120792	SENSORS_VALUES	78	0	0	25.51	16.7	-1.5	24.96	18.4	-0.6	23.50	58.9	15.1	62.94	23.44
130792	SENSORS_VALUES	78	0	0	25.62	17.1	-1.1	24.97	18.4	-0.6	23.43	58.4	14.8	64.75	23.44
140792	SENSORS_VALUES	78	0	0	25.72	17.4	-0.8	25.00	18.5	-0.6	23.34	58.3	14.7	66.44	23.50
150792	SENSORS_VALUES	78	0	0	25.88	17.7	-0.4	25.02	18.5	-0.5	23.33	58.3	14.7	68.00	23.44
