72	SENSORS_HEADER	heater_heater	silicagel_Fan	ambient_Fan	silicagel_C	silicagel_rH	silicagel_dew	board_C	board_rH	board_dew	ext_C	ext_rH	ext_dew	heater_C	aux_C
77	SM_STATE	'none' -> 'regenerate' Statemachine initialization
877	SENSORS_VALUES	78	0	0	52.40	21.6	24.1	30.27	44.1	16.7	26.12	58.1	17.3	88.00	26.44
10792	SENSORS_VALUES	78	0	0	52.38	21.5	24.0	30.26	44.1	16.7	26.08	58.0	17.2	88.44	26.44
20793	SENSORS_VALUES	78	0	0	52.31	21.4	23.8	30.26	44.1	16.7	26.05	58.0	17.2	89.31	26.44
30793	SENSORS_VALUES	78	0	0	52.21	21.3	23.7	30.27	44.2	16.8	26.06	58.2	17.3	90.19	26.44
40792	SENSORS_VALUES	78	0	0	52.10	21.3	23.6	30.27	44.2	16.8	26.12	57.9	17.2	91.00	26.44
50792	SENSORS_VALUES	78	0	0	52.00	21.3	23.5	30.27	44.2	16.8	26.09	57.7	17.1	91.69	26.50
60791	SENSORS_VALUES	78	0	0	51.90	21.2	23.4	30.29	44.1	16.8	26.12	57.7	17.2	92.25	26.44
70792	SENSORS_VALUES	78	0	0	51.79	21.3	23.4	30.27	44.1	16.8	26.11	57.6	17.1	92.75	26.44
80792	SENSORS_VALUES	78	0	0	51.72	21.4	23.4	30.30	44.2	16.8	26.16	57.7	17.2	93.06	26.44
90791	SENSORS_VALUES	78	0	0	51.59	21.4	23.3	30.33	44.2	16.8	26.15	57.7	17.2	93.38	26.44
100792	SENSORS_VALUES	78	0	0	51.50	21.4	23.2	30.30	44.2	16.8	26.15	57.7	17.2	93.63	26.44
110791	SENSORS_VALUES	78	0	0	51.44	21.4	23.2	30.34	44.2	16.8	26.16	57.6	17.2	93.88	26.44
120791	SENSORS_VALUES	78	0	0	51.35	21.6	23.2	30.33	44.2	16.8	26.16	57.5	17.1	94.19	26.44
130792	SENSORS_VALUES	78	0	0	51.32	21.7	23.3	30.36	44.2	16.8	26.15	57.5	17.1	94.38	26.44
140792	SENSORS_VALUES	78	0	0	51.25	21.7	23.2	30.39	44.2	16.9	26.12	57.4	17.1	94.63	26.44
150792	SENSORS_VALUES	78	0	0	51.19	21.8	23.2	30.39	44.2	16.9	26.09	57.5	17.1	94.81	26.44
160791	SENSORS_VALUES	78	0	0	51.16	21.8	23.3	30.37	44.2	16.8	26.09	57.6	17.1	95.00	26.44
170792	SENSORS_VALUES	78	0	0	51.09	21.9	23.2	30.40	44.2	16.9	26.06	57.7	17.1	95.19	26.44
180792	SENSORS_VALUES	0	0	0	51.06	21.9	23.3	30.43	44.1	16.9	26.05	57.7	17.1	94.06	26.44
190791	SENSORS_VALUES	78	0	0	51.02	22.0	23.3	30.44	44.1	16.9	26.04	57.7	17.1	93.25	26.44
200792	SENSORS_VALUES	78	0	0	51.02	22.1	23.3	30.46	44.1	16.9	26.02	57.7	17.1	93.50	26.44
210791	SENSORS_VALUES	78	0	0	51.01	22.2	23.4	30.46	44.1	16.9	26.01	57.6	17.0	93.81	26.44
220792	SENSORS_VALUES	78	0	0	50.98	22.2	23.4	30.47	44.1	16.9	26.02	57.6	17.0	94.13	26.44
230791	SENSORS_VALUES	78	0	0	50.96	22.3	23.4	30.48	44.1	16.9	26.02	57.6	17.1	94.44	26.44
240793	SENSORS_VALUES	78	0	0	50.96	22.4	23.5	30.48	44.1	16.9	26.01	57.5	17.0	94.75	26.44
250791	SENSORS_VALUES	78	0	0	50.95	22.4	23.5	30.50	44.1	16.9	25.98	57.5	17.0	95.00	26.44
260792	SENSORS_VALUES	78	0	0	50.94	22.4	23.5	30.51	44.1	17.0	25.98	57.6	17.0	95.19	26.44
270792	SENSORS_VALUES	0	0	0	50.91	22.4	23.5	30.54	44.1	17.0	26.02	57.4	17.0	94.13	26.44
280792	SENSORS_VALUES	78	0	0	50.91	22.5	23.6	30.53	44.1	17.0	25.99	57.4	17.0	93.31	26.44
290792	SENSORS_VALUES	78	0	0	50.89	22.6	23.6	30.57	44.1	17.0	25.98	57.5	17.0	93.56	26.44
300792	SENSORS_VALUES	78	0	0	50.91	22.6	23.6	30.57	44.1	17.0	25.99	57.4	17.0	93.94	26.44
310791	SENSORS_VALUES	78	0	0	50.91	22.6	23.6	30.57	44.1	17.0	25.99	57.4	17.0	94.31	26.44
320791	SENSORS_VALUES	78	0	0	50.92	22.6	23.7	30.58	44.1	17.0	25.99	57.3	16.9	94.69	26.44
330792	SENSORS_VALUES	78	0	0	50.95	22.7	23.8	30.60	44.0	17.0	26.01	57.3	17.0	95.06	26.44
340791	SENSORS_VALUES	0	0	0	50.89	22.7	23.7	30.57	44.0	17.0	25.98	57.3	16.9	93.88	26.44
350791	SENSORS_VALUES	78	0	0	50.92	22.7	23.7	30.61	44.1	17.0	25.98	57.4	16.9	92.88	26.44
360792	SENSORS_VALUES	78	0	0	50.92	22.7	23.7	30.61	44.0	17.0	25.96	57.5	17.0	93.25	26.44
370791	SENSORS_VALUES	78	0	0	50.94	22.8	23.8	30.64	44.0	17.0	25.96	57.5	17.0	93.81	26.44
380792	SENSORS_VALUES	78	0	0	50.95	22.8	23.8	30.63	44.0	17.0	25.94	57.5	16.9	94.31	26.44
390792	SENSORS_VALUES	78	0	0	50.95	22.8	23.8	30.64	44.0	17.0	25.98	57.6	17.0	94.75	26.44
400792	SENSORS_VALUES	78	0	0	50.94	22.8	23.8	30.67	44.0	17.1	25.94	57.6	17.0	95.06	26.44
410792	SENSORS_VALUES	0	0	0	50.94	22.9	23.9	30.66	44.0	17.0	25.94	57.6	17.0	94.06	26.50
420791	SENSORS_VALUES	78	0	0	50.96	22.8	23.9	30.70	44.1	17.1	25.92	57.7	17.0	93.25	26.44
430792	SENSORS_VALUES	78	0	0	50.96	22.9	23.9	30.68	44.0	17.1	25.96	57.7	17.0	93.63	26.44
440792	SENSORS_VALUES	78	0	0	50.96	22.9	23.9	30.70	44.0	17.1	25.95	57.7	17.0	94.00	26.44
